shipment_id,order_id,warehouse_id,shipping_cost,delivery_time_days,order_status
SHIP-001469,ORD-001469,WH-04,47.56,9.0,Delivered
SHIP-001470,ORD-001470,WH-01,35.34,5.0,Shipped
SHIP-001471,ORD-001471,WH-02,42.47,4.0,Delivered
SHIP-001472,ORD-001472,WH-03,24.92,10.0,Delivered
SHIP-001473,ORD-001473,WH-02,19.44,5.0,Delivered
SHIP-001474,ORD-001474,WH-04,37.13,9.0,Delivered
SHIP-001475,ORD-001475,WH-01,35.19,6.0,Delivered
SHIP-001476,ORD-001476,WH-02,51.05,7.0,Delivered
SHIP-001477,ORD-001477,WH-01,49.46,9.0,Shipped
SHIP-001478,ORD-001478,WH-02,11.68,10.0,Delivered
SHIP-001479,ORD-001479,WH-01,32.08,8.0,Delivered
SHIP-001480,ORD-001480,WH-04,37.26,7.0,Delivered
SHIP-001481,ORD-001481,WH-04,30.19,32.0,Cancelled
SHIP-001482,ORD-001482,WH-01,36.73,10.0,Shipped
SHIP-001483,ORD-001483,WH-02,28.25,3.0,Delivered
SHIP-001484,ORD-001484,WH-01,29.82,7.0,Cancelled
SHIP-001485,ORD-001485,WH-01,30.99,29.0,Cancelled
SHIP-001486,ORD-001486,WH-02,40.81,7.0,Delivered
SHIP-001487,ORD-001487,WH-04,55.03,5.0,Cancelled
SHIP-001488,ORD-001488,WH-01,40.38,,Delivered
SHIP-001489,ORD-001489,WH-05,34.46,10.0,Shipped
SHIP-001490,ORD-001490,WH-05,47.69,6.0,Cancelled
SHIP-001491,ORD-001491,WH-01,40.36,8.0,Shipped
SHIP-001492,ORD-001492,WH-02,45.22,7.0,Delivered
SHIP-001493,ORD-001493,WH-03,13.93,2.0,Shipped
SHIP-001494,ORD-001494,WH-02,43.26,2.0,Shipped
SHIP-001495,ORD-001495,WH-01,40.8,,Delivered
SHIP-001496,ORD-001496,WH-02,21.77,7.0,Shipped
SHIP-001497,ORD-001497,WH-04,27.97,7.0,Delivered
SHIP-001498,ORD-001498,WH-03,10.33,9.0,Cancelled
SHIP-001499,ORD-001499,WH-04,51.62,6.0,Cancelled
SHIP-001500,ORD-001500,WH-05,49.98,4.0,Delivered
SHIP-001501,ORD-001501,WH-03,19.98,9.0,Delivered
SHIP-001502,ORD-001502,WH-04,17.1,10.0,Delivered
SHIP-001503,ORD-001503,WH-04,31.91,6.0,Shipped
SHIP-001504,ORD-001504,WH-05,23.24,9.0,Delivered
SHIP-001505,ORD-001505,WH-03,43.82,4.0,Delivered
SHIP-001506,ORD-001506,WH-01,30.46,6.0,Delivered
SHIP-001507,ORD-001507,WH-03,47.9,7.0,Cancelled
SHIP-001508,ORD-001508,WH-04,10.46,4.0,Shipped
SHIP-001509,ORD-001509,WH-02,36.18,22.0,Shipped
SHIP-001510,ORD-001510,WH-05,40.83,7.0,Delivered
SHIP-001511,ORD-001511,WH-05,28.46,7.0,Shipped
SHIP-001512,ORD-001512,WH-05,18.86,5.0,Delivered
SHIP-001513,ORD-001513,WH-04,39.02,,Delivered
SHIP-001514,ORD-001514,WH-05,43.66,7.0,Delivered
SHIP-001515,ORD-001515,WH-04,52.86,4.0,Delivered
SHIP-001516,ORD-001516,WH-04,12.31,4.0,Delivered
SHIP-001517,ORD-001517,WH-02,33.73,4.0,Delivered
SHIP-001518,ORD-001518,WH-02,26.66,10.0,Delivered
SHIP-001519,ORD-001519,WH-04,44.64,5.0,Cancelled
SHIP-001520,ORD-001520,WH-04,48.27,9.0,Delivered
SHIP-001521,ORD-001521,WH-05,37.51,9.0,Delivered
SHIP-001522,ORD-001522,WH-03,11.5,4.0,Cancelled
SHIP-001523,ORD-001523,WH-02,237.75,7.0,Delivered
SHIP-001524,ORD-001524,WH-02,27.27,5.0,Shipped
SHIP-001525,ORD-001525,WH-03,51.62,5.0,Delivered
SHIP-001526,ORD-001526,WH-02,24.92,2.0,Delivered
SHIP-001527,ORD-001527,WH-01,12.69,6.0,Delivered
SHIP-001528,ORD-001528,WH-03,50.72,9.0,Delivered
SHIP-001529,ORD-001529,WH-02,56.1,11.0,Delivered
SHIP-001530,ORD-001530,WH-05,42.66,6.0,Cancelled
SHIP-001531,ORD-001531,WH-01,37.63,5.0,Delivered
SHIP-001532,ORD-001532,WH-04,33.25,4.0,Shipped
SHIP-001533,ORD-001533,WH-02,44.45,5.0,Delivered
SHIP-001534,ORD-001534,WH-01,35.77,5.0,Shipped
SHIP-001535,ORD-001535,WH-02,42.92,31.0,Delivered
SHIP-001536,ORD-001536,WH-02,24.02,8.0,Delivered
SHIP-001537,ORD-001537,WH-02,19.1,,Delivered
SHIP-001538,ORD-001538,WH-02,16.54,7.0,Delivered
SHIP-001539,ORD-001539,WH-05,23.75,6.0,Shipped
SHIP-001540,ORD-001540,WH-03,10.69,12.0,Delivered
SHIP-001541,ORD-001541,WH-03,23.17,6.0,Delivered
SHIP-001542,ORD-001542,WH-05,53.73,5.0,Delivered
SHIP-001543,ORD-001543,WH-04,37.67,6.0,Cancelled
SHIP-001544,ORD-001544,WH-03,28.32,7.0,Delivered
SHIP-001545,ORD-001545,WH-04,15.89,7.0,Delivered
SHIP-001546,ORD-001546,WH-02,23.25,8.0,Delivered
SHIP-001547,ORD-001547,WH-04,29.91,9.0,Delivered
SHIP-001548,ORD-001548,WH-03,16.09,12.0,Delivered
SHIP-001549,ORD-001549,WH-04,45.82,5.0,Delivered
SHIP-001550,ORD-001550,WH-05,42.55,7.0,Delivered
SHIP-001551,ORD-001551,WH-02,16.84,4.0,Delivered
SHIP-001552,ORD-001552,WH-01,35.37,8.0,Delivered
SHIP-001553,ORD-001553,WH-04,33.18,3.0,Delivered
SHIP-001554,ORD-001554,WH-05,29.53,10.0,Delivered
SHIP-001555,ORD-001555,WH-01,55.35,4.0,Shipped
SHIP-001556,ORD-001556,WH-04,23.2,7.0,Delivered
SHIP-001557,ORD-001557,WH-01,46.17,6.0,Cancelled
SHIP-001558,ORD-001558,WH-03,46.4,6.0,Shipped
SHIP-001559,ORD-001559,WH-01,51.64,4.0,Shipped
SHIP-001560,ORD-001560,WH-05,34.6,6.0,Delivered
SHIP-001561,ORD-001561,WH-01,35.39,5.0,Delivered
SHIP-001562,ORD-001562,WH-01,8.73,4.0,Delivered
SHIP-001563,ORD-001563,WH-03,186.85,7.0,Delivered
SHIP-001564,ORD-001564,WH-05,22.34,3.0,Delivered
SHIP-001565,ORD-001565,WH-04,47.8,4.0,Delivered
SHIP-001566,ORD-001566,WH-01,21.29,5.0,Delivered
SHIP-001567,ORD-001567,WH-01,29.2,9.0,Delivered
SHIP-001568,ORD-001568,WH-03,34.57,2.0,Delivered
SHIP-001569,ORD-001569,WH-01,185.45000000000002,7.0,Delivered
SHIP-001570,ORD-001570,WH-05,39.51,4.0,Cancelled
SHIP-001571,ORD-001571,WH-04,49.95,5.0,Delivered
SHIP-001572,ORD-001572,WH-03,9.15,2.0,Delivered
SHIP-001573,ORD-001573,WH-02,44.12,6.0,Delivered
SHIP-001574,ORD-001574,WH-02,57.72,11.0,Delivered
SHIP-001575,ORD-001575,WH-04,50.02,10.0,Delivered
SHIP-001576,ORD-001576,WH-02,20.0,7.0,Shipped
SHIP-001577,ORD-001577,WH-04,51.27,6.0,Delivered
SHIP-001578,ORD-001578,WH-03,35.79,23.0,Delivered
SHIP-001579,ORD-001579,WH-05,16.83,6.0,Delivered
SHIP-001580,ORD-001580,WH-04,26.29,6.0,Delivered
SHIP-001581,ORD-001581,WH-01,16.93,7.0,Cancelled
SHIP-001582,ORD-001582,WH-04,22.54,12.0,Delivered
SHIP-001583,ORD-001583,WH-02,37.68,9.0,Delivered
SHIP-001584,ORD-001584,WH-02,51.53,,Delivered
SHIP-001585,ORD-001585,WH-01,31.67,7.0,Delivered
SHIP-001586,ORD-001586,WH-01,24.3,6.0,Delivered
SHIP-001587,ORD-001587,WH-03,42.48,9.0,Cancelled
SHIP-001588,ORD-001588,WH-03,6.12,4.0,Cancelled
SHIP-001589,ORD-001589,WH-03,38.41,10.0,Delivered
SHIP-001590,ORD-001590,WH-01,48.19,7.0,Delivered
SHIP-001591,ORD-001591,WH-01,38.7,4.0,Shipped
SHIP-001592,ORD-001592,WH-01,14.98,4.0,Delivered
SHIP-001593,ORD-001593,WH-02,48.6,7.0,Shipped
SHIP-001594,ORD-001594,WH-02,23.2,6.0,Delivered
SHIP-001595,ORD-001595,WH-02,46.48,7.0,Delivered
SHIP-001596,ORD-001596,WH-05,46.68,7.0,Delivered
SHIP-001597,ORD-001597,WH-04,59.1,2.0,Shipped
SHIP-001598,ORD-001598,WH-02,18.92,5.0,Delivered
SHIP-001599,ORD-001599,WH-03,19.9,5.0,Delivered
SHIP-001600,ORD-001600,WH-03,26.17,7.0,Shipped
SHIP-001601,ORD-001601,WH-02,45.71,10.0,Cancelled
SHIP-001602,ORD-001602,WH-04,25.1,7.0,Delivered
SHIP-001603,ORD-001603,WH-05,29.61,9.0,Delivered
SHIP-001604,ORD-001604,WH-05,13.19,12.0,Delivered
SHIP-001605,ORD-001605,WH-05,25.79,5.0,Delivered
SHIP-001606,ORD-001606,WH-05,45.24,7.0,Delivered
SHIP-001607,ORD-001607,WH-04,122.30000000000001,6.0,Delivered
SHIP-001608,ORD-001608,WH-01,51.57,6.0,Delivered
SHIP-001609,ORD-001609,WH-03,50.01,9.0,Delivered
SHIP-001610,ORD-001610,WH-01,43.47,7.0,Delivered
SHIP-001611,ORD-001611,WH-04,54.63,7.0,Shipped
SHIP-001612,ORD-001612,WH-03,47.03,7.0,Delivered
SHIP-001613,ORD-001613,WH-04,31.08,2.0,Delivered
SHIP-001614,ORD-001614,WH-01,28.76,4.0,Shipped
SHIP-001615,ORD-001615,WH-05,19.88,8.0,Cancelled
SHIP-001616,ORD-001616,WH-05,26.56,26.0,Delivered
SHIP-001617,ORD-001617,WH-05,40.37,11.0,Delivered
SHIP-001618,ORD-001618,WH-02,31.32,11.0,Delivered
SHIP-001619,ORD-001619,WH-03,20.01,4.0,Delivered
SHIP-001620,ORD-001620,WH-05,23.43,23.0,Cancelled
SHIP-001621,ORD-001621,WH-03,50.27,7.0,Delivered
SHIP-001622,ORD-001622,WH-05,24.38,12.0,Delivered
SHIP-001623,ORD-001623,WH-01,16.89,3.0,Cancelled
SHIP-001624,ORD-001624,WH-04,48.79,4.0,Delivered
SHIP-001625,ORD-001625,WH-04,55.32,6.0,Delivered
SHIP-001626,ORD-001626,WH-03,43.33,6.0,Shipped
SHIP-001627,ORD-001627,WH-05,30.0,4.0,Shipped
SHIP-001628,ORD-001628,WH-01,52.52,7.0,Delivered
SHIP-001629,ORD-001629,WH-01,37.71,2.0,Delivered
SHIP-001630,ORD-001630,WH-04,25.08,8.0,Delivered
SHIP-001631,ORD-001631,WH-02,47.59,3.0,Delivered
SHIP-001632,ORD-001632,WH-05,31.38,5.0,Delivered
SHIP-001633,ORD-001633,WH-02,44.32,8.0,Cancelled
SHIP-001634,ORD-001634,WH-05,289.54999999999995,9.0,Delivered
SHIP-001635,ORD-001635,WH-04,43.6,3.0,Delivered
SHIP-001636,ORD-001636,WH-01,21.84,4.0,Shipped
SHIP-001637,ORD-001637,WH-03,23.07,5.0,Shipped
SHIP-001638,ORD-001638,WH-03,18.76,10.0,Delivered
SHIP-001639,ORD-001639,WH-01,44.85,9.0,Delivered
SHIP-001640,ORD-001640,WH-02,43.01,3.0,Delivered
SHIP-001641,ORD-001641,WH-04,35.32,8.0,Delivered
SHIP-001642,ORD-001642,WH-01,12.33,11.0,Delivered
SHIP-001643,ORD-001643,WH-01,36.87,7.0,Shipped
SHIP-001644,ORD-001644,WH-04,48.56,10.0,Delivered
SHIP-001645,ORD-001645,WH-02,43.67,6.0,Cancelled
SHIP-001646,ORD-001646,WH-03,34.73,3.0,Delivered
SHIP-001647,ORD-001647,WH-01,26.76,6.0,Delivered
SHIP-001648,ORD-001648,WH-05,24.16,10.0,Delivered
SHIP-001649,ORD-001649,WH-01,16.01,4.0,Delivered
SHIP-001650,ORD-001650,WH-05,12.64,10.0,Delivered
SHIP-001651,ORD-001651,WH-05,40.73,26.0,Delivered
SHIP-001652,ORD-001652,WH-03,33.16,5.0,Delivered
SHIP-001653,ORD-001653,WH-03,30.2,5.0,Shipped
SHIP-001654,ORD-001654,WH-05,44.95,6.0,Delivered
SHIP-001655,ORD-001655,WH-01,49.03,2.0,Delivered
SHIP-001656,ORD-001656,WH-04,51.3,5.0,Delivered
SHIP-001657,ORD-001657,WH-01,17.87,9.0,Delivered
SHIP-001658,ORD-001658,WH-02,34.6,11.0,Delivered
SHIP-001659,ORD-001659,WH-01,13.67,6.0,Delivered
SHIP-001660,ORD-001660,WH-01,35.44,9.0,Delivered
SHIP-001661,ORD-001661,WH-04,48.45,8.0,Delivered
SHIP-001662,ORD-001662,WH-03,35.62,12.0,Delivered
SHIP-001663,ORD-001663,WH-03,52.35,8.0,Shipped
SHIP-001664,ORD-001664,WH-01,46.69,9.0,Shipped
SHIP-001665,ORD-001665,WH-01,48.96,11.0,Cancelled
SHIP-001666,ORD-001666,WH-03,21.13,4.0,Delivered
SHIP-001667,ORD-001667,WH-03,37.2,12.0,Shipped
SHIP-001668,ORD-001668,WH-01,11.32,7.0,Delivered
SHIP-001669,ORD-001669,WH-03,18.81,5.0,Delivered
SHIP-001670,ORD-001670,WH-04,13.55,4.0,Cancelled
SHIP-001671,ORD-001671,WH-02,56.67,9.0,Delivered
SHIP-001672,ORD-001672,WH-04,30.65,7.0,Delivered
SHIP-001673,ORD-001673,WH-05,178.85000000000002,12.0,Delivered
SHIP-001674,ORD-001674,WH-05,25.47,10.0,Shipped
SHIP-001675,ORD-001675,WH-03,52.18,5.0,Delivered
SHIP-001676,ORD-001676,WH-04,40.67,5.0,Delivered
SHIP-001677,ORD-001677,WH-01,42.44,8.0,Delivered
SHIP-001678,ORD-001678,WH-04,37.84,5.0,Cancelled
SHIP-001679,ORD-001679,WH-01,34.63,10.0,Delivered
SHIP-001680,ORD-001680,WH-04,42.05,3.0,Delivered
SHIP-001681,ORD-001681,WH-05,13.35,7.0,Delivered
SHIP-001682,ORD-001682,WH-04,52.35,3.0,Delivered
SHIP-001683,ORD-001683,WH-03,37.86,5.0,Delivered
SHIP-001684,ORD-001684,WH-02,34.88,30.0,Delivered
SHIP-001685,ORD-001685,WH-03,41.03,26.0,Cancelled
SHIP-001686,ORD-001686,WH-01,44.24,7.0,Delivered
SHIP-001687,ORD-001687,WH-01,36.73,7.0,Delivered
SHIP-001688,ORD-001688,WH-01,42.55,5.0,Shipped
SHIP-001689,ORD-001689,WH-02,46.97,7.0,Delivered
SHIP-001690,ORD-001690,WH-05,25.97,7.0,Delivered
SHIP-001691,ORD-001691,WH-02,23.54,4.0,Delivered
SHIP-001692,ORD-001692,WH-02,32.97,11.0,Cancelled
SHIP-001693,ORD-001693,WH-01,9.24,6.0,Cancelled
SHIP-001694,ORD-001694,WH-01,37.35,3.0,Delivered
SHIP-001695,ORD-001695,WH-01,35.59,9.0,Delivered
SHIP-001696,ORD-001696,WH-02,37.54,5.0,Delivered
SHIP-001697,ORD-001697,WH-03,50.66,7.0,Cancelled
SHIP-001698,ORD-001698,WH-04,51.11,9.0,Delivered
SHIP-001699,ORD-001699,WH-05,24.57,7.0,Delivered
SHIP-001700,ORD-001700,WH-03,35.34,6.0,Delivered
SHIP-001701,ORD-001701,WH-05,22.98,6.0,Delivered
SHIP-001702,ORD-001702,WH-02,56.84,11.0,Shipped
SHIP-001703,ORD-001703,WH-02,21.46,7.0,Delivered
SHIP-001704,ORD-001704,WH-05,261.5,4.0,Delivered
SHIP-001705,ORD-001705,WH-05,13.55,2.0,Cancelled
SHIP-001706,ORD-001706,WH-04,9.07,7.0,Delivered
SHIP-001707,ORD-001707,WH-02,149.3,2.0,Shipped
SHIP-001708,ORD-001708,WH-04,27.63,8.0,Cancelled
SHIP-001709,ORD-001709,WH-05,12.36,7.0,Delivered
SHIP-001710,ORD-001710,WH-01,16.13,5.0,Shipped
SHIP-001711,ORD-001711,WH-04,37.11,3.0,Delivered
SHIP-001712,ORD-001712,WH-05,30.24,8.0,Cancelled
SHIP-001713,ORD-001713,WH-04,19.24,5.0,Cancelled
SHIP-001714,ORD-001714,WH-03,24.07,8.0,Delivered
SHIP-001715,ORD-001715,WH-05,13.55,11.0,Delivered
SHIP-001716,ORD-001716,WH-05,29.58,7.0,Delivered
SHIP-001717,ORD-001717,WH-01,46.11,4.0,Delivered
SHIP-001718,ORD-001718,WH-04,32.46,7.0,Cancelled
SHIP-001719,ORD-001719,WH-04,48.62,3.0,Cancelled
SHIP-001720,ORD-001720,WH-03,6.92,8.0,Shipped
SHIP-001721,ORD-001721,WH-05,27.35,10.0,Delivered
SHIP-001722,ORD-001722,WH-04,13.72,3.0,Delivered
SHIP-001723,ORD-001723,WH-01,45.73,9.0,Delivered
SHIP-001724,ORD-001724,WH-05,30.68,6.0,Delivered
SHIP-001725,ORD-001725,WH-01,21.31,7.0,Shipped
SHIP-001726,ORD-001726,WH-02,47.25,7.0,Cancelled
SHIP-001727,ORD-001727,WH-04,47.07,25.0,Delivered
SHIP-001728,ORD-001728,WH-05,177.45000000000002,9.0,Cancelled
SHIP-001729,ORD-001729,WH-04,47.8,4.0,Delivered
SHIP-001730,ORD-001730,WH-03,142.65,7.0,Delivered
SHIP-001731,ORD-001731,WH-05,29.82,10.0,Delivered
SHIP-001732,ORD-001732,WH-05,37.95,7.0,Delivered
SHIP-001733,ORD-001733,WH-03,36.21,9.0,Delivered
SHIP-001734,ORD-001734,WH-01,189.4,8.0,Delivered
SHIP-001735,ORD-001735,WH-05,11.19,4.0,Shipped
SHIP-001736,ORD-001736,WH-05,32.37,4.0,Delivered
SHIP-001737,ORD-001737,WH-03,19.69,6.0,Shipped
SHIP-001738,ORD-001738,WH-01,24.1,6.0,Cancelled
SHIP-001739,ORD-001739,WH-03,17.08,7.0,Delivered
SHIP-001740,ORD-001740,WH-01,28.05,4.0,Delivered
SHIP-001741,ORD-001741,WH-04,41.33,7.0,Delivered
SHIP-001742,ORD-001742,WH-02,31.42,6.0,Delivered
SHIP-001743,ORD-001743,WH-05,37.67,9.0,Shipped
SHIP-001744,ORD-001744,WH-04,9.71,8.0,Delivered
SHIP-001745,ORD-001745,WH-04,17.34,8.0,Shipped
SHIP-001746,ORD-001746,WH-03,20.18,4.0,Delivered
SHIP-001747,ORD-001747,WH-05,27.95,2.0,Delivered
SHIP-001748,ORD-001748,WH-02,14.76,8.0,Delivered
SHIP-001749,ORD-001749,WH-03,46.51,22.0,Delivered
SHIP-001750,ORD-001750,WH-03,33.17,10.0,Delivered
SHIP-001751,ORD-001751,WH-04,25.05,9.0,Shipped
SHIP-001752,ORD-001752,WH-02,16.8,6.0,Delivered
SHIP-001753,ORD-001753,WH-05,22.36,6.0,Shipped
SHIP-001754,ORD-001754,WH-01,19.24,11.0,Delivered
SHIP-001755,ORD-001755,WH-04,53.26,4.0,Cancelled
SHIP-001756,ORD-001756,WH-03,149.2,5.0,Cancelled
SHIP-001757,ORD-001757,WH-02,32.78,5.0,Cancelled
SHIP-001758,ORD-001758,WH-01,29.8,4.0,Delivered
SHIP-001759,ORD-001759,WH-03,50.92,7.0,Delivered
SHIP-001760,ORD-001760,WH-05,57.35,11.0,Delivered
SHIP-001761,ORD-001761,WH-02,35.61,9.0,Delivered
SHIP-001762,ORD-001762,WH-04,21.98,5.0,Cancelled
SHIP-001763,ORD-001763,WH-01,31.54,5.0,Delivered
SHIP-001764,ORD-001764,WH-03,37.84,12.0,Delivered
SHIP-001765,ORD-001765,WH-05,11.57,7.0,Delivered
SHIP-001766,ORD-001766,WH-03,24.37,4.0,Delivered
SHIP-001767,ORD-001767,WH-04,18.46,24.0,Delivered
SHIP-001768,ORD-001768,WH-02,52.89,5.0,Delivered
SHIP-001769,ORD-001769,WH-04,12.49,5.0,Delivered
SHIP-001770,ORD-001770,WH-05,36.93,5.0,Delivered
SHIP-001771,ORD-001771,WH-03,26.58,3.0,Shipped
SHIP-001772,ORD-001772,WH-03,46.7,7.0,Cancelled
SHIP-001773,ORD-001773,WH-02,52.47,3.0,Delivered
SHIP-001774,ORD-001774,WH-02,43.6,8.0,Cancelled
SHIP-001775,ORD-001775,WH-05,19.2,7.0,Delivered
SHIP-001776,ORD-001776,WH-03,48.36,6.0,Delivered
SHIP-001777,ORD-001777,WH-04,40.89,11.0,Delivered
SHIP-001778,ORD-001778,WH-02,28.81,5.0,Delivered
SHIP-001779,ORD-001779,WH-01,47.11,7.0,Delivered
SHIP-001780,ORD-001780,WH-01,12.1,6.0,Delivered
SHIP-001781,ORD-001781,WH-02,38.68,8.0,Delivered
SHIP-001782,ORD-001782,WH-03,39.39,3.0,Shipped
SHIP-001783,ORD-001783,WH-01,44.56,4.0,Delivered
SHIP-001784,ORD-001784,WH-02,45.97,7.0,Cancelled
SHIP-001785,ORD-001785,WH-03,45.27,,Delivered
SHIP-001786,ORD-001786,WH-05,16.94,28.0,Delivered
SHIP-001787,ORD-001787,WH-01,44.85,7.0,Delivered
SHIP-001788,ORD-001788,WH-02,14.65,6.0,Delivered
SHIP-001789,ORD-001789,WH-05,15.91,6.0,Delivered
SHIP-001790,ORD-001790,WH-03,14.16,32.0,Cancelled
SHIP-001791,ORD-001791,WH-01,29.73,5.0,Delivered
SHIP-001792,ORD-001792,WH-03,38.0,6.0,Delivered
SHIP-001793,ORD-001793,WH-02,47.14,9.0,Delivered
SHIP-001794,ORD-001794,WH-04,7.95,3.0,Delivered
SHIP-001795,ORD-001795,WH-02,39.4,8.0,Delivered
SHIP-001796,ORD-001796,WH-03,48.05,,Delivered
SHIP-001797,ORD-001797,WH-04,42.18,8.0,Delivered
SHIP-001798,ORD-001798,WH-03,195.10000000000002,6.0,Delivered
SHIP-001799,ORD-001799,WH-03,35.92,7.0,Cancelled
SHIP-001800,ORD-001800,WH-03,37.53,30.0,Delivered
SHIP-001801,ORD-001801,WH-01,38.77,25.0,Delivered
SHIP-001802,ORD-001802,WH-03,27.46,11.0,Delivered
SHIP-001803,ORD-001803,WH-04,46.28,9.0,Shipped
SHIP-001804,ORD-001804,WH-05,44.02,6.0,Delivered
SHIP-001805,ORD-001805,WH-04,39.7,4.0,Delivered
SHIP-001806,ORD-001806,WH-04,17.86,7.0,Delivered
SHIP-001807,ORD-001807,WH-03,54.8,3.0,Cancelled
SHIP-001808,ORD-001808,WH-03,32.18,2.0,Cancelled
SHIP-001809,ORD-001809,WH-02,16.3,2.0,Cancelled
SHIP-001810,ORD-001810,WH-04,36.28,10.0,Delivered
SHIP-001811,ORD-001811,WH-04,45.89,7.0,Delivered
SHIP-001812,ORD-001812,WH-02,35.44,6.0,Delivered
SHIP-001813,ORD-001813,WH-05,45.67,5.0,Delivered
SHIP-001814,ORD-001814,WH-02,18.7,5.0,Shipped
SHIP-001815,ORD-001815,WH-03,48.51,5.0,Delivered
SHIP-001816,ORD-001816,WH-05,12.39,5.0,Delivered
SHIP-001817,ORD-001817,WH-04,23.95,3.0,Cancelled
SHIP-001818,ORD-001818,WH-05,30.67,12.0,Cancelled
SHIP-001819,ORD-001819,WH-01,20.48,10.0,Delivered
SHIP-001820,ORD-001820,WH-05,23.61,7.0,Cancelled
SHIP-001821,ORD-001821,WH-04,12.45,3.0,Shipped
SHIP-001822,ORD-001822,WH-05,221.55,7.0,Shipped
SHIP-001823,ORD-001823,WH-04,13.15,6.0,Shipped
SHIP-001824,ORD-001824,WH-04,20.27,,Cancelled
SHIP-001825,ORD-001825,WH-02,30.28,7.0,Delivered
SHIP-001826,ORD-001826,WH-01,14.56,3.0,Delivered
SHIP-001827,ORD-001827,WH-01,45.099999999999994,7.0,Delivered
SHIP-001828,ORD-001828,WH-04,26.93,,Shipped
SHIP-001829,ORD-001829,WH-04,17.2,10.0,Delivered
SHIP-001830,ORD-001830,WH-02,37.44,6.0,Cancelled
SHIP-001831,ORD-001831,WH-04,9.81,5.0,Delivered
SHIP-001832,ORD-001832,WH-04,48.08,5.0,Shipped
SHIP-001833,ORD-001833,WH-01,23.87,4.0,Delivered
SHIP-001834,ORD-001834,WH-05,19.57,9.0,Delivered
SHIP-001835,ORD-001835,WH-01,24.0,9.0,Delivered
SHIP-001836,ORD-001836,WH-02,52.39,,Cancelled
SHIP-001837,ORD-001837,WH-05,8.05,3.0,Delivered
SHIP-001838,ORD-001838,WH-03,25.78,7.0,Delivered
SHIP-001839,ORD-001839,WH-02,51.87,5.0,Delivered
SHIP-001840,ORD-001840,WH-05,51.31,9.0,Shipped
SHIP-001841,ORD-001841,WH-04,58.08,12.0,Shipped
SHIP-001842,ORD-001842,WH-04,38.16,29.0,Delivered
SHIP-001843,ORD-001843,WH-05,10.99,2.0,Shipped
SHIP-001844,ORD-001844,WH-01,27.48,7.0,Shipped
SHIP-001845,ORD-001845,WH-01,31.07,,Delivered
SHIP-001846,ORD-001846,WH-03,31.09,5.0,Delivered
SHIP-001847,ORD-001847,WH-02,40.02,7.0,Shipped
SHIP-001848,ORD-001848,WH-04,19.53,4.0,Cancelled
SHIP-001849,ORD-001849,WH-04,22.19,3.0,Shipped
SHIP-001850,ORD-001850,WH-03,45.95,3.0,Delivered
SHIP-001851,ORD-001851,WH-05,27.68,6.0,Delivered
SHIP-001852,ORD-001852,WH-05,25.76,3.0,Delivered
SHIP-001853,ORD-001853,WH-05,52.09,7.0,Shipped
SHIP-001854,ORD-001854,WH-02,7.92,2.0,Delivered
SHIP-001855,ORD-001855,WH-04,75.1,6.0,Delivered
SHIP-001856,ORD-001856,WH-03,28.66,10.0,Delivered
SHIP-001857,ORD-001857,WH-02,47.44,10.0,Delivered
SHIP-001858,ORD-001858,WH-04,42.39,4.0,Delivered
SHIP-001859,ORD-001859,WH-05,26.15,9.0,Delivered
SHIP-001860,ORD-001860,WH-04,24.67,7.0,Delivered
SHIP-001861,ORD-001861,WH-03,23.75,3.0,Delivered
SHIP-001862,ORD-001862,WH-02,43.82,5.0,Delivered
SHIP-001863,ORD-001863,WH-01,44.39,6.0,Delivered
SHIP-001864,ORD-001864,WH-02,17.58,7.0,Delivered
SHIP-001865,ORD-001865,WH-05,31.8,4.0,Shipped
SHIP-001866,ORD-001866,WH-01,11.79,11.0,Shipped
SHIP-001867,ORD-001867,WH-01,49.14,6.0,Shipped
SHIP-001868,ORD-001868,WH-04,19.07,4.0,Delivered
SHIP-001869,ORD-001869,WH-04,47.52,4.0,Delivered
SHIP-001870,ORD-001870,WH-04,49.22,12.0,Cancelled
SHIP-001871,ORD-001871,WH-01,44.02,9.0,Delivered
SHIP-001872,ORD-001872,WH-01,46.05,3.0,Delivered
SHIP-001873,ORD-001873,WH-04,39.74,8.0,Shipped
SHIP-001874,ORD-001874,WH-05,9.82,3.0,Delivered
SHIP-001875,ORD-001875,WH-05,34.87,7.0,Delivered
SHIP-001876,ORD-001876,WH-02,38.35,5.0,Delivered
SHIP-001877,ORD-001877,WH-05,17.58,4.0,Delivered
SHIP-001878,ORD-001878,WH-02,32.77,7.0,Delivered
SHIP-001879,ORD-001879,WH-05,27.51,4.0,Delivered
SHIP-001880,ORD-001880,WH-04,41.34,9.0,Shipped
SHIP-001881,ORD-001881,WH-05,235.2,11.0,Shipped
SHIP-001882,ORD-001882,WH-05,55.96,5.0,Delivered
SHIP-001883,ORD-001883,WH-05,45.27,7.0,Shipped
SHIP-001884,ORD-001884,WH-02,54.72,10.0,Delivered
SHIP-001885,ORD-001885,WH-03,24.13,3.0,Delivered
SHIP-001886,ORD-001886,WH-03,46.62,7.0,Cancelled
SHIP-001887,ORD-001887,WH-04,13.1,8.0,Cancelled
SHIP-001888,ORD-001888,WH-05,11.75,8.0,Delivered
SHIP-001889,ORD-001889,WH-04,45.92,7.0,Delivered
